Circoscrizione;Collegio Uninominale;Coalizione/lista;Candidato
PIEMONTE 1;PIEMONTE 1 - U01;MOVIMENTO 5 STELLE;CARLOTTA TEVERE
PIEMONTE 1;PIEMONTE 1 - U01;AZIONE - ITALIA VIVA - CALENDA;MASSIMO GIUNTOLI
PIEMONTE 1;PIEMONTE 1 - U01;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;ELENA CHIORINO
PIEMONTE 1;PIEMONTE 1 - U01;ITALEXIT PER L'ITALIA;SERENA TAGLIAFERRI
PIEMONTE 1;PIEMONTE 1 - U01;ITALIA SOVRA E POPOLARE;DOMENICA FOLLINO
PIEMONTE 1;PIEMONTE 1 - U01;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;RICCARDO MAGI
PIEMONTE 1;PIEMONTE 1 - U01;VITA;LORENA BASSINO
PIEMONTE 1;PIEMONTE 1 - U01;UNIONE POPOLARE CON DE MAGISTRIS;ELISABETTA FORNI
PIEMONTE 1;PIEMONTE 1 - U02;MOVIMENTO 5 STELLE;CHIARA APPENDINO
PIEMONTE 1;PIEMONTE 1 - U02;AZIONE - ITALIA VIVA - CALENDA;MARIA KATJA AGATE
PIEMONTE 1;PIEMONTE 1 - U02;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;AUGUSTA MONTARULI
PIEMONTE 1;PIEMONTE 1 - U02;ITALEXIT PER L'ITALIA;LUCA GIACOMONE
PIEMONTE 1;PIEMONTE 1 - U02;ITALIA SOVRA E POPOLARE;DANIELA TALARICO
PIEMONTE 1;PIEMONTE 1 - U02;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;STEFANO LEPRI
PIEMONTE 1;PIEMONTE 1 - U02;VITA;FEDERICA PATTARINO
PIEMONTE 1;PIEMONTE 1 - U02;UNIONE POPOLARE CON DE MAGISTRIS;LUIGI CELEBRE
PIEMONTE 1;PIEMONTE 1 - U03;MOVIMENTO 5 STELLE;LUCA CARABETTA
PIEMONTE 1;PIEMONTE 1 - U03;AZIONE - ITALIA VIVA - CALENDA;PAOLA BARBERO
PIEMONTE 1;PIEMONTE 1 - U03;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;ELENA MACCANTI
PIEMONTE 1;PIEMONTE 1 - U03;ITALEXIT PER L'ITALIA;LUCA CELLAMARE
PIEMONTE 1;PIEMONTE 1 - U03;ITALIA SOVRA E POPOLARE;MONICA AMORE
PIEMONTE 1;PIEMONTE 1 - U03;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;DAVIDE GARIGLIO
PIEMONTE 1;PIEMONTE 1 - U03;VITA;GIANPIERO ALAIMO
PIEMONTE 1;PIEMONTE 1 - U03;UNIONE POPOLARE CON DE MAGISTRIS;ROSA BARTIROMO
PIEMONTE 1;PIEMONTE 1 - U04;MOVIMENTO 5 STELLE;ANTONINO IARIA
PIEMONTE 1;PIEMONTE 1 - U04;AZIONE - ITALIA VIVA - CALENDA;OSVALDO NAPOLI
PIEMONTE 1;PIEMONTE 1 - U04;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;ALESSANDRO GIGLIO VIGNA
PIEMONTE 1;PIEMONTE 1 - U04;ITALEXIT PER L'ITALIA;ALDO QUERIO GIANETTO
PIEMONTE 1;PIEMONTE 1 - U04;ITALIA SOVRA E POPOLARE;VINCENZO VALERIO DONATO
PIEMONTE 1;PIEMONTE 1 - U04;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ANTONELLA GIORDANO
PIEMONTE 1;PIEMONTE 1 - U04;VITA;ROBERTO CONEDERA
PIEMONTE 1;PIEMONTE 1 - U04;UNIONE POPOLARE CON DE MAGISTRIS;CADIGIA ESTER PERINI
PIEMONTE 1;PIEMONTE 1 - U05;MOVIMENTO 5 STELLE;ANTONELLA PEPE
PIEMONTE 1;PIEMONTE 1 - U05;AZIONE - ITALIA VIVA - CALENDA;DANIELA RUFFINO
PIEMONTE 1;PIEMONTE 1 - U05;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;ROBERTO PELLA
PIEMONTE 1;PIEMONTE 1 - U05;ITALEXIT PER L'ITALIA;MARINA PITTAU
PIEMONTE 1;PIEMONTE 1 - U05;ITALIA SOVRA E POPOLARE;VINCENZA DI BLASI
PIEMONTE 1;PIEMONTE 1 - U05;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;CARMEN BONINO
PIEMONTE 1;PIEMONTE 1 - U05;VITA;ANNARITA PLATANIA
PIEMONTE 1;PIEMONTE 1 - U05;UNIONE POPOLARE CON DE MAGISTRIS;MARCO SCIBONA
PIEMONTE 2;PIEMONTE 2 - U02;AZIONE - ITALIA VIVA - CALENDA;VITTORIO BARAZZOTTO
PIEMONTE 2;PIEMONTE 2 - U02;UNIONE POPOLARE CON DE MAGISTRIS;DANIELE CHERUBIN
PIEMONTE 2;PIEMONTE 2 - U02;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;EMANUELA ALLEGRA
PIEMONTE 2;PIEMONTE 2 - U02;MOVIMENTO 5 STELLE;MARIO IACOPINO
PIEMONTE 2;PIEMONTE 2 - U02;FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;ALBERTO  LUIGI GUSMEROLI
PIEMONTE 2;PIEMONTE 2 - U02;ITALIA SOVRA E POPOLARE;MATTIA BIANCHI
PIEMONTE 2;PIEMONTE 2 - U02;ITALEXIT PER L'ITALIA;ELEONORA CHIODO
PIEMONTE 2;PIEMONTE 2 - U03;AZIONE - ITALIA VIVA - CALENDA;TERESA BARRESI
PIEMONTE 2;PIEMONTE 2 - U03;UNIONE POPOLARE CON DE MAGISTRIS;CINZIA LAMANNA
PIEMONTE 2;PIEMONTE 2 - U03;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;MARIA MOCCIA
PIEMONTE 2;PIEMONTE 2 - U03;MOVIMENTO 5 STELLE;GIUSEPPE PASCHETTO
PIEMONTE 2;PIEMONTE 2 - U03;FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;ANDREA DELMASTRO DELLE VEDOVE
PIEMONTE 2;PIEMONTE 2 - U03;ITALIA SOVRA E POPOLARE;ANDREA RAVICIOTTI
PIEMONTE 2;PIEMONTE 2 - U03;ITALEXIT PER L'ITALIA;DANILO RAMIREZ
PIEMONTE 2;PIEMONTE 2 - U01;AZIONE - ITALIA VIVA - CALENDA;GIOVANNI BAROSINI
PIEMONTE 2;PIEMONTE 2 - U01;UNIONE POPOLARE CON DE MAGISTRIS;STEFANELLA RAVAZZI
PIEMONTE 2;PIEMONTE 2 - U01;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;FEDERICO BODO
PIEMONTE 2;PIEMONTE 2 - U01;MOVIMENTO 5 STELLE;ANTONELLA SCAGNETTI
PIEMONTE 2;PIEMONTE 2 - U01;FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;RICCARDO MOLINARI
PIEMONTE 2;PIEMONTE 2 - U01;ITALIA SOVRA E POPOLARE;PATRIZIA MILETO
PIEMONTE 2;PIEMONTE 2 - U01;ITALEXIT PER L'ITALIA;ALBERTO COSTANZO
PIEMONTE 2;PIEMONTE 2 - U04;AZIONE - ITALIA VIVA - CALENDA;BARBARA BAINO
PIEMONTE 2;PIEMONTE 2 - U04;UNIONE POPOLARE CON DE MAGISTRIS;LORENZA AMEGLIO
PIEMONTE 2;PIEMONTE 2 - U04;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;ANDREA GHIGNONE
PIEMONTE 2;PIEMONTE 2 - U04;MOVIMENTO 5 STELLE;MASSIMO CERRUTI
PIEMONTE 2;PIEMONTE 2 - U04;FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;MARCELLO COPPO
PIEMONTE 2;PIEMONTE 2 - U04;ITALIA SOVRA E POPOLARE;GERARDA MONACO
PIEMONTE 2;PIEMONTE 2 - U04;ITALEXIT PER L'ITALIA;ELENA AGNESE ITALINA MARIA BOBBIO
PIEMONTE 2;PIEMONTE 2 - U05;AZIONE - ITALIA VIVA - CALENDA;ENRICO COSTA
PIEMONTE 2;PIEMONTE 2 - U05;UNIONE POPOLARE CON DE MAGISTRIS;ANIELLO FIERRO
PIEMONTE 2;PIEMONTE 2 - U05;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;LUCA PIONE
PIEMONTE 2;PIEMONTE 2 - U05;MOVIMENTO 5 STELLE;ROSINA SERRATORE
PIEMONTE 2;PIEMONTE 2 - U05;FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;MONICA CIABURRO
PIEMONTE 2;PIEMONTE 2 - U05;ITALIA SOVRA E POPOLARE;FEDERICO MUSSO
PIEMONTE 2;PIEMONTE 2 - U05;ITALEXIT PER L'ITALIA;PAOLO RADOSTA
LOMBARDIA 1;LOMBARDIA 1 - U04;ITALEXIT PER L'ITALIA;ALBERTO GAZZOLA MUTI
LOMBARDIA 1;LOMBARDIA 1 - U04;AZIONE - ITALIA VIVA - CALENDA;MARGHERITA ALMERINDA MAZZUOCCOLO
LOMBARDIA 1;LOMBARDIA 1 - U04;VITA;FELIX GIUSEPPE DE BRUMATTI
LOMBARDIA 1;LOMBARDIA 1 - U04;MASTELLA NOI DI CENTRO EUROPEISTI;FRANCESCA CASSANO
LOMBARDIA 1;LOMBARDIA 1 - U04;ITALIA SOVRA E POPOLARE;LUCA MANZONI
LOMBARDIA 1;LOMBARDIA 1 - U04;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;ILARIA RAMONI
LOMBARDIA 1;LOMBARDIA 1 - U04;MOVIMENTO 5 STELLE;STEFANIA MAMMI'
LOMBARDIA 1;LOMBARDIA 1 - U04;UNIONE POPOLARE CON DE MAGISTRIS;MARA GHIDORZI
LOMBARDIA 1;LOMBARDIA 1 - U04;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;RICCARDO DE CORATO
LOMBARDIA 1;LOMBARDIA 1 - U05;ITALEXIT PER L'ITALIA;ALESSANDRA ROGGIA
LOMBARDIA 1;LOMBARDIA 1 - U05;AZIONE - ITALIA VIVA - CALENDA;ANDREA SFONDRINI
LOMBARDIA 1;LOMBARDIA 1 - U05;VITA;LUISA FORLINI
LOMBARDIA 1;LOMBARDIA 1 - U05;MASTELLA NOI DI CENTRO EUROPEISTI;ERMINIO MARTUCCI
LOMBARDIA 1;LOMBARDIA 1 - U05;ITALIA SOVRA E POPOLARE;ANDREA GRATTAROLA
LOMBARDIA 1;LOMBARDIA 1 - U05;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;SARA BETTINELLI
LOMBARDIA 1;LOMBARDIA 1 - U05;MOVIMENTO 5 STELLE;RICCARDO OLGIATI
LOMBARDIA 1;LOMBARDIA 1 - U05;UNIONE POPOLARE CON DE MAGISTRIS;STEFANO AMANN
LOMBARDIA 1;LOMBARDIA 1 - U05;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;LAURA RAVETTO
LOMBARDIA 1;LOMBARDIA 1 - U07;ITALEXIT PER L'ITALIA;FRANCESCA GENTILE
LOMBARDIA 1;LOMBARDIA 1 - U07;AZIONE - ITALIA VIVA - CALENDA;FILIPPO CAMPIOTTI
LOMBARDIA 1;LOMBARDIA 1 - U07;VITA;SOFIA SIMONETTI
LOMBARDIA 1;LOMBARDIA 1 - U07;MASTELLA NOI DI CENTRO EUROPEISTI;DANIELA REHO
LOMBARDIA 1;LOMBARDIA 1 - U07;ITALIA SOVRA E POPOLARE;ALESSANDRO  FABIO PASCALE
LOMBARDIA 1;LOMBARDIA 1 - U07;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;BRUNO TABACCI
LOMBARDIA 1;LOMBARDIA 1 - U07;MOVIMENTO 5 STELLE;DENIS NUNGA LODI
LOMBARDIA 1;LOMBARDIA 1 - U07;UNIONE POPOLARE CON DE MAGISTRIS;GIUSEPPINA MARIA VERCESI
LOMBARDIA 1;LOMBARDIA 1 - U07;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;ANDREA MANDELLI
LOMBARDIA 1;LOMBARDIA 1 - U08;ITALEXIT PER L'ITALIA;FILIPPO DEIDDA
LOMBARDIA 1;LOMBARDIA 1 - U08;AZIONE - ITALIA VIVA - CALENDA;FRANCESCO ASCIOTI
LOMBARDIA 1;LOMBARDIA 1 - U08;VITA;ANTONIA COLOMBO
LOMBARDIA 1;LOMBARDIA 1 - U08;MASTELLA NOI DI CENTRO EUROPEISTI;ROCCO PIERRI
LOMBARDIA 1;LOMBARDIA 1 - U08;ITALIA SOVRA E POPOLARE;MARCO RIZZO
LOMBARDIA 1;LOMBARDIA 1 - U08;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;GIANFRANCO LIBRANDI
LOMBARDIA 1;LOMBARDIA 1 - U08;MOVIMENTO 5 STELLE;SIMONA BERTOGLIATTI
LOMBARDIA 1;LOMBARDIA 1 - U08;UNIONE POPOLARE CON DE MAGISTRIS;ELENA LOTT
LOMBARDIA 1;LOMBARDIA 1 - U08;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;CRISTINA ROSSELLO
LOMBARDIA 1;LOMBARDIA 1 - U09;ITALEXIT PER L'ITALIA;ANDREA GIUSEPPE GIORGIO STRAMEZZI
LOMBARDIA 1;LOMBARDIA 1 - U09;AZIONE - ITALIA VIVA - CALENDA;GIULIA PASTORELLA
LOMBARDIA 1;LOMBARDIA 1 - U09;VITA;ANDREA VARVARA
LOMBARDIA 1;LOMBARDIA 1 - U09;MASTELLA NOI DI CENTRO EUROPEISTI;CHIARA VAN ELLINKHUIZEN
LOMBARDIA 1;LOMBARDIA 1 - U09;ITALIA SOVRA E POPOLARE;VALERIA LUCIANA GABRIELLA TOVAGLIERI
LOMBARDIA 1;LOMBARDIA 1 - U09;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;BENEDETTO DELLA VEDOVA
LOMBARDIA 1;LOMBARDIA 1 - U09;MOVIMENTO 5 STELLE;PIERLUIGI RICCITELLI
LOMBARDIA 1;LOMBARDIA 1 - U09;UNIONE POPOLARE CON DE MAGISTRIS;BIANCA MIRIAM TEDONE
LOMBARDIA 1;LOMBARDIA 1 - U09;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;GIULIO TREMONTI
LOMBARDIA 1;LOMBARDIA 1 - U01;ITALEXIT PER L'ITALIA;DANIELA MARIA BRAMBILLA
LOMBARDIA 1;LOMBARDIA 1 - U01;AZIONE - ITALIA VIVA - CALENDA;MARIASOLE MASCIA
LOMBARDIA 1;LOMBARDIA 1 - U01;VITA;DARIO MARZIO LIVIO
LOMBARDIA 1;LOMBARDIA 1 - U01;MASTELLA NOI DI CENTRO EUROPEISTI;JACOPO DOZIO
LOMBARDIA 1;LOMBARDIA 1 - U01;ITALIA SOVRA E POPOLARE;PATRIZIA CHIARA PEDRANI
LOMBARDIA 1;LOMBARDIA 1 - U01;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;GIOVANNA AMODIO
LOMBARDIA 1;LOMBARDIA 1 - U01;MOVIMENTO 5 STELLE;DANIELA GOBBO
LOMBARDIA 1;LOMBARDIA 1 - U01;UNIONE POPOLARE CON DE MAGISTRIS;MASSIMO CAMNASIO
LOMBARDIA 1;LOMBARDIA 1 - U01;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;PAOLA FRASSINETTI
LOMBARDIA 1;LOMBARDIA 1 - U02;ITALEXIT PER L'ITALIA;MARCO PIPINO
LOMBARDIA 1;LOMBARDIA 1 - U02;AZIONE - ITALIA VIVA - CALENDA;ANTONINO FOTI
LOMBARDIA 1;LOMBARDIA 1 - U02;VITA;FEDERICO VELATI
LOMBARDIA 1;LOMBARDIA 1 - U02;MASTELLA NOI DI CENTRO EUROPEISTI;FRANCESCO MARIA SABATINO
LOMBARDIA 1;LOMBARDIA 1 - U02;ITALIA SOVRA E POPOLARE;VINCENZO RIZZO
LOMBARDIA 1;LOMBARDIA 1 - U02;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;JENNY ARIENTI
LOMBARDIA 1;LOMBARDIA 1 - U02;MOVIMENTO 5 STELLE;SARA MONTRASIO
LOMBARDIA 1;LOMBARDIA 1 - U02;UNIONE POPOLARE CON DE MAGISTRIS;MARIA ANGELA PIUMATTI
LOMBARDIA 1;LOMBARDIA 1 - U02;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;ANDREA CRIPPA
LOMBARDIA 1;LOMBARDIA 1 - U03;ITALEXIT PER L'ITALIA;OLGA PELLEGRINO
LOMBARDIA 1;LOMBARDIA 1 - U03;AZIONE - ITALIA VIVA - CALENDA;LIVIA ILARIA ACHILLI
LOMBARDIA 1;LOMBARDIA 1 - U03;VITA;BARBARA CHIORRINI DEZI
LOMBARDIA 1;LOMBARDIA 1 - U03;MASTELLA NOI DI CENTRO EUROPEISTI;NADIA DELLA CORTE
LOMBARDIA 1;LOMBARDIA 1 - U03;ITALIA SOVRA E POPOLARE;FRANCESCO TOSCANO
LOMBARDIA 1;LOMBARDIA 1 - U03;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;PAOLO ROMANO
LOMBARDIA 1;LOMBARDIA 1 - U03;MOVIMENTO 5 STELLE;ELENA CALOGERO
LOMBARDIA 1;LOMBARDIA 1 - U03;UNIONE POPOLARE CON DE MAGISTRIS;OSVALDO COLOMBO
LOMBARDIA 1;LOMBARDIA 1 - U03;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;LUCREZIA MARIA BENEDETTA MANTOVANI
LOMBARDIA 1;LOMBARDIA 1 - U06;ITALEXIT PER L'ITALIA;ADALBERTO MOTTA
LOMBARDIA 1;LOMBARDIA 1 - U06;AZIONE - ITALIA VIVA - CALENDA;EMANUELE ROSARIO DE CAROLIS
LOMBARDIA 1;LOMBARDIA 1 - U06;VITA;ALBERTO LIBUTTI
LOMBARDIA 1;LOMBARDIA 1 - U06;MASTELLA NOI DI CENTRO EUROPEISTI;VIRGILIO MARETTO
LOMBARDIA 1;LOMBARDIA 1 - U06;ITALIA SOVRA E POPOLARE;MASIMO LEONI
LOMBARDIA 1;LOMBARDIA 1 - U06;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;MATTEO MANGILI
LOMBARDIA 1;LOMBARDIA 1 - U06;MOVIMENTO 5 STELLE;DANIELE TROMBONI
LOMBARDIA 1;LOMBARDIA 1 - U06;UNIONE POPOLARE CON DE MAGISTRIS;FELISA FRANCISCA ALVEAR PINEDA
LOMBARDIA 1;LOMBARDIA 1 - U06;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER;MARCO OSNATO
LOMBARDIA 2;LOMBARDIA 2 - U01;VITA;PHOEBE RAYE CARRARA
LOMBARDIA 2;LOMBARDIA 2 - U01;ITALIA SOVRA E POPOLARE;GIAMPIERO MARANO
LOMBARDIA 2;LOMBARDIA 2 - U01;MOVIMENTO 5 STELLE;ANTONIO FERRARA
LOMBARDIA 2;LOMBARDIA 2 - U01;UNIONE POPOLARE CON DE MAGISTRIS;GIUSEPPE MUSOLINO
LOMBARDIA 2;LOMBARDIA 2 - U01;AZIONE - ITALIA VIVA - CALENDA;GUIDO BONOLDI
LOMBARDIA 2;LOMBARDIA 2 - U01;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;ANDREA PELLICINI
LOMBARDIA 2;LOMBARDIA 2 - U01;MASTELLA NOI DI CENTRO EUROPEISTI;JACOPO GERVASINI
LOMBARDIA 2;LOMBARDIA 2 - U01;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MATTEO CAPRIOLO
LOMBARDIA 2;LOMBARDIA 2 - U01;ITALEXIT PER L'ITALIA;ORIETTA CHIARAVALLI
LOMBARDIA 2;LOMBARDIA 2 - U02;VITA;MARCO BOLIS
LOMBARDIA 2;LOMBARDIA 2 - U02;ITALIA SOVRA E POPOLARE;ROSSANO FERRAZZANO
LOMBARDIA 2;LOMBARDIA 2 - U02;MOVIMENTO 5 STELLE;VITTORIO SALVO
LOMBARDIA 2;LOMBARDIA 2 - U02;UNIONE POPOLARE CON DE MAGISTRIS;ANTONIO CUOMO
LOMBARDIA 2;LOMBARDIA 2 - U02;AZIONE - ITALIA VIVA - CALENDA;GIANLUIGI FARIOLI
LOMBARDIA 2;LOMBARDIA 2 - U02;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;STEFANO CANDIANI
LOMBARDIA 2;LOMBARDIA 2 - U02;MASTELLA NOI DI CENTRO EUROPEISTI;MANUELA MOTTA
LOMBARDIA 2;LOMBARDIA 2 - U02;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA GASBARRO
LOMBARDIA 2;LOMBARDIA 2 - U02;ITALEXIT PER L'ITALIA;TIZIANO FRACCHIA
LOMBARDIA 2;LOMBARDIA 2 - U03;VITA;PAOLA SARTORELLI
LOMBARDIA 2;LOMBARDIA 2 - U03;ITALIA SOVRA E POPOLARE;MICHAELA MERCURIO
LOMBARDIA 2;LOMBARDIA 2 - U03;MOVIMENTO 5 STELLE;GIOVANNI CURRO'
LOMBARDIA 2;LOMBARDIA 2 - U03;UNIONE POPOLARE CON DE MAGISTRIS;MAURO BARONI
LOMBARDIA 2;LOMBARDIA 2 - U03;AZIONE - ITALIA VIVA - CALENDA;ANNA VERONELLI
LOMBARDIA 2;LOMBARDIA 2 - U03;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;NICOLA MOLTENI
LOMBARDIA 2;LOMBARDIA 2 - U03;MASTELLA NOI DI CENTRO EUROPEISTI;ATTILIO SCARCELLA
LOMBARDIA 2;LOMBARDIA 2 - U03;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LUCA MONTI
LOMBARDIA 2;LOMBARDIA 2 - U03;ITALEXIT PER L'ITALIA;CARLA CLERICI
LOMBARDIA 2;LOMBARDIA 2 - U04;VITA;CARLO TROTALLI
LOMBARDIA 2;LOMBARDIA 2 - U04;ITALIA SOVRA E POPOLARE;DANIELA MOSCA
LOMBARDIA 2;LOMBARDIA 2 - U04;MOVIMENTO 5 STELLE;LUCA SANGALLI
LOMBARDIA 2;LOMBARDIA 2 - U04;UNIONE POPOLARE CON DE MAGISTRIS;CRISTIAN PAVIONI
